Candidate,Score,,,,
Solution,2539,,0.995488713,0.994760161,0.996217264
Solution,2540,,0.995484694,0.994756108,0.996213281
Solution,2541,,0.995488713,0.994760161,0.996217264
Solution,2542,,0.995484694,0.994756108,0.996213281
Solution,2543,,0.994332736,0.99342561,0.995239862
Solution,2544,,0.994327128,0.99341995,0.995234305
Solution,2545,,0.994332736,0.99342561,0.995239862
Solution,2546,,0.994327128,0.99341995,0.995234305
Solution,2547,,0.994332736,0.99342561,0.995239862
Solution,2548,,0.994327128,0.99341995,0.995234305
Solution,2549,,0.994040746,0.993131736,0.994949756
Solution,2550,,0.994041039,0.993132037,0.994950041
Solution,2551,,0.994035151,0.993126084,0.994944218
Solution,2552,,0.994035444,0.993126385,0.994944502
Solution,2553,,0.994040746,0.993131736,0.994949756
Solution,2554,,0.994041039,0.993132037,0.994950041
Solution,2555,,0.994035151,0.993126084,0.994944218
Solution,2556,,0.994035444,0.993126385,0.994944502
Solution,2557,,0.994040746,0.993131736,0.994949756
Solution,2558,,0.994041039,0.993132037,0.994950041
Solution,2559,,0.994035151,0.993126084,0.994944218
Solution,2560,,0.994035444,0.993126385,0.994944502
Solution,2561,,0.994093729,0.99318532,0.995002138
Solution,2562,,0.994089711,0.993181276,0.994998146
Solution,2563,,0.994093729,0.99318532,0.995002138
Solution,2564,,0.994089711,0.993181276,0.994998146
Solution,2565,,0.994093729,0.99318532,0.995002138
Solution,2566,,0.994089711,0.993181276,0.994998146
Solution,2567,,0.995569853,0.99482103,0.996318676
Solution,2568,,0.995564015,0.994815122,0.996312907
Solution,2569,,0.995541812,0.994792572,0.996291051
Solution,2570,,0.995569853,0.99482103,0.996318676
Solution,2571,,0.995564015,0.994815122,0.996312907
Solution,2572,,0.995541812,0.994792572,0.996291051
Solution,2573,,0.995569853,0.99482103,0.996318676
Solution,2574,,0.995564015,0.994815122,0.996312907
Solution,2575,,0.995541812,0.994792572,0.996291051
Solution,2576,,0.995529767,0.994780434,0.996279099
Solution,2577,,0.99553006,0.994780738,0.996279382
Solution,2578,,0.995523916,0.994774513,0.996273319
Solution,2579,,0.995524209,0.994774816,0.996273602
Solution,2580,,0.995501628,0.994751875,0.996251381
Solution,2581,,0.995501921,0.994752178,0.996251663
Solution,2582,,0.995529767,0.994780434,0.996279099
Solution,2583,,0.99553006,0.994780738,0.996279382
Solution,2584,,0.995523916,0.994774513,0.996273319
Solution,2585,,0.995524209,0.994774816,0.996273602
Solution,2586,,0.995501628,0.994751875,0.996251381
Solution,2587,,0.995501921,0.994752178,0.996251663
Solution,2588,,0.995529767,0.994780434,0.996279099
Solution,2589,,0.99553006,0.994780738,0.996279382
Solution,2590,,0.995523916,0.994774513,0.996273319
Solution,2591,,0.995524209,0.994774816,0.996273602
Solution,2592,,0.995501628,0.994751875,0.996251381
Solution,2593,,0.995501921,0.994752178,0.996251663
Solution,2594,,0.995725562,0.994998643,0.996452481
Solution,2595,,0.995721538,0.994994588,0.996448489
Solution,2596,,0.995715695,0.994988672,0.996442717
Solution,2597,,0.995573897,0.994825104,0.996322689
Solution,2598,,0.995569853,0.99482103,0.996318676
Solution,2599,,0.995564015,0.994815122,0.996312907
Solution,2600,,0.995541812,0.994792572,0.996291051
Solution,2601,,0.995725562,0.994998643,0.996452481
Solution,2602,,0.995721538,0.994994588,0.996448489
Solution,2603,,0.995715695,0.994988672,0.996442717
Solution,2604,,0.995573897,0.994825104,0.996322689
Solution,2605,,0.995569853,0.99482103,0.996318676
Solution,2606,,0.995564015,0.994815122,0.996312907
Solution,2607,,0.995541812,0.994792572,0.996291051
Solution,2608,,0.995725562,0.994998643,0.996452481
Solution,2609,,0.995721538,0.994994588,0.996448489
Solution,2610,,0.995715695,0.994988672,0.996442717
Solution,2611,,0.995573897,0.994825104,0.996322689
Solution,2612,,0.995569853,0.99482103,0.996318676
Solution,2613,,0.995564015,0.994815122,0.996312907
Solution,2614,,0.995541812,0.994792572,0.996291051
Solution,2615,,0.995573897,0.994825104,0.996322689
Solution,2616,,0.995569853,0.99482103,0.996318676
Solution,2617,,0.995564015,0.994815122,0.996312907
Solution,2618,,0.995541812,0.994792572,0.996291051
Solution,2619,,0.995569853,0.99482103,0.996318676
Solution,2620,,0.995564015,0.994815122,0.996312907
Solution,2621,,0.995541812,0.994792572,0.996291051
Solution,2622,,0.995569853,0.99482103,0.996318676
Solution,2623,,0.995564015,0.994815122,0.996312907
Solution,2624,,0.995541812,0.994792572,0.996291051
Solution,2625,,0.995569853,0.99482103,0.996318676
Solution,2626,,0.995564015,0.994815122,0.996312907
Solution,2627,,0.995541812,0.994792572,0.996291051
Solution,2628,,0.995569853,0.99482103,0.996318676
Solution,2629,,0.995564015,0.994815122,0.996312907
Solution,2630,,0.995541812,0.994792572,0.996291051
Solution,2631,,0.995569853,0.99482103,0.996318676
Solution,2632,,0.995569853,0.99482103,0.996318676
Solution,2633,,0.995564015,0.994815122,0.996312907
Solution,2634,,0.995564015,0.994815122,0.996312907
Solution,2635,,0.995541812,0.994792572,0.996291051
Solution,2636,,0.995541812,0.994792572,0.996291051
Solution,2637,,0.995529767,0.994780434,0.996279099
Solution,2638,,0.99553006,0.994780738,0.996279382
Solution,2639,,0.995523916,0.994774513,0.996273319
Solution,2640,,0.995524209,0.994774816,0.996273602
Solution,2641,,0.995501628,0.994751875,0.996251381
Solution,2642,,0.995501921,0.994752178,0.996251663
Solution,2643,,0.995529767,0.994780434,0.996279099
Solution,2644,,0.99553006,0.994780738,0.996279382
Solution,2645,,0.995523916,0.994774513,0.996273319
Solution,2646,,0.995524209,0.994774816,0.996273602
Solution,2647,,0.995501628,0.994751875,0.996251381
Solution,2648,,0.995501921,0.994752178,0.996251663
Solution,2649,,0.995529767,0.994780434,0.996279099
Solution,2650,,0.99553006,0.994780738,0.996279382
Solution,2651,,0.995523916,0.994774513,0.996273319
Solution,2652,,0.995524209,0.994774816,0.996273602
Solution,2653,,0.995501628,0.994751875,0.996251381
Solution,2654,,0.995501921,0.994752178,0.996251663
Solution,2655,,0.995529767,0.994780434,0.996279099
Solution,2656,,0.99553006,0.994780738,0.996279382
Solution,2657,,0.995523916,0.994774513,0.996273319
Solution,2658,,0.995524209,0.994774816,0.996273602
Solution,2659,,0.995501628,0.994751875,0.996251381
Solution,2660,,0.995501921,0.994752178,0.996251663
Solution,2661,,0.995529767,0.994780434,0.996279099
Solution,2662,,0.99553006,0.994780738,0.996279382
Solution,2663,,0.995529767,0.994780434,0.996279099
Solution,2664,,0.99553006,0.994780738,0.996279382
Solution,2665,,0.995523916,0.994774513,0.996273319
Solution,2666,,0.995524209,0.994774816,0.996273602
Solution,2667,,0.995523916,0.994774513,0.996273319
Solution,2668,,0.995524209,0.994774816,0.996273602
Solution,2669,,0.995501628,0.994751875,0.996251381
Solution,2670,,0.995501921,0.994752178,0.996251663
Solution,2671,,0.995501628,0.994751875,0.996251381
Solution,2672,,0.995501921,0.994752178,0.996251663
Solution,2673,,0.995725562,0.994998643,0.996452481
Solution,2674,,0.995721538,0.994994588,0.996448489
Solution,2675,,0.995715695,0.994988672,0.996442717
Solution,2676,,0.995573897,0.994825104,0.996322689
Solution,2677,,0.995569853,0.99482103,0.996318676
Solution,2678,,0.995564015,0.994815122,0.996312907
Solution,2679,,0.995541812,0.994792572,0.996291051
Solution,2680,,0.995725562,0.994998643,0.996452481
Solution,2681,,0.995721538,0.994994588,0.996448489
Solution,2682,,0.995715695,0.994988672,0.996442717
Solution,2683,,0.995573897,0.994825104,0.996322689
Solution,2684,,0.995569853,0.99482103,0.996318676
Solution,2685,,0.995564015,0.994815122,0.996312907
Solution,2686,,0.995541812,0.994792572,0.996291051
Solution,2687,,0.995725562,0.994998643,0.996452481
Solution,2688,,0.995721538,0.994994588,0.996448489
Solution,2689,,0.995715695,0.994988672,0.996442717
Solution,2690,,0.995573897,0.994825104,0.996322689
Solution,2691,,0.995569853,0.99482103,0.996318676
Solution,2692,,0.995564015,0.994815122,0.996312907
Solution,2693,,0.995541812,0.994792572,0.996291051
Solution,2694,,0.995573897,0.994825104,0.996322689
Solution,2695,,0.995569853,0.99482103,0.996318676
Solution,2696,,0.995564015,0.994815122,0.996312907
Solution,2697,,0.995541812,0.994792572,0.996291051
Solution,2698,,0.995725562,0.994998643,0.996452481
Solution,2699,,0.995721538,0.994994588,0.996448489
Solution,2700,,0.995715695,0.994988672,0.996442717
Solution,2701,,0.995573897,0.994825104,0.996322689
Solution,2702,,0.995569853,0.99482103,0.996318676
Solution,2703,,0.995564015,0.994815122,0.996312907
Solution,2704,,0.995541812,0.994792572,0.996291051
Solution,2705,,0.995725562,0.994998643,0.996452481
Solution,2706,,0.995725562,0.994998643,0.996452481
Solution,2707,,0.995721538,0.994994588,0.996448489
Solution,2708,,0.995721538,0.994994588,0.996448489
Solution,2709,,0.995715695,0.994988672,0.996442717
Solution,2710,,0.995715695,0.994988672,0.996442717
Solution,2711,,0.995573897,0.994825104,0.996322689
Solution,2712,,0.995569853,0.99482103,0.996318676
Solution,2713,,0.995564015,0.994815122,0.996312907
Solution,2714,,0.995541812,0.994792572,0.996291051
Solution,2715,,0.995573897,0.994825104,0.996322689
Solution,2716,,0.995569853,0.99482103,0.996318676
Solution,2717,,0.995564015,0.994815122,0.996312907
Solution,2718,,0.995541812,0.994792572,0.996291051
Solution,2719,,0.995573897,0.994825104,0.996322689
Solution,2720,,0.995569853,0.99482103,0.996318676
Solution,2721,,0.995564015,0.994815122,0.996312907
Solution,2722,,0.995541812,0.994792572,0.996291051
Solution,2723,,0.995573897,0.994825104,0.996322689
Solution,2724,,0.995569853,0.99482103,0.996318676
Solution,2725,,0.995564015,0.994815122,0.996312907
Solution,2726,,0.995541812,0.994792572,0.996291051
Solution,2727,,0.995573897,0.994825104,0.996322689
Solution,2728,,0.995569853,0.99482103,0.996318676
Solution,2729,,0.995564015,0.994815122,0.996312907
Solution,2730,,0.995541812,0.994792572,0.996291051
Solution,2731,,0.994184976,0.99326154,0.995108411
Solution,2732,,0.994179372,0.993255887,0.995102857
Solution,2733,,0.994163135,0.993239511,0.995086759
Solution,2734,,0.994184976,0.99326154,0.995108411
Solution,2735,,0.994179372,0.993255887,0.995102857
Solution,2736,,0.994163135,0.993239511,0.995086759
Solution,2737,,0.994184976,0.99326154,0.995108411
Solution,2738,,0.994179372,0.993255887,0.995102857
Solution,2739,,0.994163135,0.993239511,0.995086759
Solution,2740,,0.994184976,0.99326154,0.995108411
Solution,2741,,0.994179372,0.993255887,0.995102857
Solution,2742,,0.994163135,0.993239511,0.995086759
Solution,2743,,0.994184976,0.99326154,0.995108411
Solution,2744,,0.994184976,0.99326154,0.995108411
Solution,2745,,0.994179372,0.993255887,0.995102857
Solution,2746,,0.994179372,0.993255887,0.995102857
Solution,2747,,0.994163135,0.993239511,0.995086759
Solution,2748,,0.994163135,0.993239511,0.995086759
Solution,2749,,0.994144889,0.993221069,0.99506871
Solution,2750,,0.994145182,0.99322137,0.995068995
Solution,2751,,0.994139274,0.993215401,0.995063146
Solution,2752,,0.994139567,0.993215702,0.995063431
Solution,2753,,0.994122951,0.993198937,0.995046965
Solution,2754,,0.994123244,0.993199238,0.995047249
Solution,2755,,0.994144889,0.993221069,0.99506871
Solution,2756,,0.994145182,0.99322137,0.995068995
Solution,2757,,0.994139274,0.993215401,0.995063146
Solution,2758,,0.994139567,0.993215702,0.995063431
Solution,2759,,0.994122951,0.993198937,0.995046965
Solution,2760,,0.994123244,0.993199238,0.995047249
Solution,2761,,0.994144889,0.993221069,0.99506871
Solution,2762,,0.994145182,0.99322137,0.995068995
Solution,2763,,0.994139274,0.993215401,0.995063146
Solution,2764,,0.994139567,0.993215702,0.995063431
Solution,2765,,0.994122951,0.993198937,0.995046965
Solution,2766,,0.994123244,0.993199238,0.995047249
Solution,2767,,0.994144889,0.993221069,0.99506871
Solution,2768,,0.994145182,0.99322137,0.995068995
Solution,2769,,0.994139274,0.993215401,0.995063146
Solution,2770,,0.994139567,0.993215702,0.995063431
Solution,2771,,0.994122951,0.993198937,0.995046965
Solution,2772,,0.994123244,0.993199238,0.995047249
Solution,2773,,0.994144889,0.993221069,0.99506871
Solution,2774,,0.994145182,0.99322137,0.995068995
Solution,2775,,0.994144889,0.993221069,0.99506871
Solution,2776,,0.994145182,0.99322137,0.995068995
Solution,2777,,0.994139274,0.993215401,0.995063146
Solution,2778,,0.994139567,0.993215702,0.995063431
Solution,2779,,0.994139274,0.993215401,0.995063146
Solution,2780,,0.994139567,0.993215702,0.995063431
Solution,2781,,0.994122951,0.993198937,0.995046965
Solution,2782,,0.994123244,0.993199238,0.995047249
Solution,2783,,0.994122951,0.993198937,0.995046965
Solution,2784,,0.994123244,0.993199238,0.995047249
Solution,2785,,0.99433676,0.993429656,0.995243863
Solution,2786,,0.994332736,0.99342561,0.995239862
Solution,2787,,0.994327128,0.99341995,0.995234305
Solution,2788,,0.994189019,0.993265607,0.995112432
Solution,2789,,0.994184976,0.99326154,0.995108411
Solution,2790,,0.994179372,0.993255887,0.995102857
Solution,2791,,0.994163135,0.993239511,0.995086759
Solution,2792,,0.99433676,0.993429656,0.995243863
Solution,2793,,0.994332736,0.99342561,0.995239862
Solution,2794,,0.994327128,0.99341995,0.995234305
Solution,2795,,0.994189019,0.993265607,0.995112432
Solution,2796,,0.994184976,0.99326154,0.995108411
Solution,2797,,0.994179372,0.993255887,0.995102857
Solution,2798,,0.994163135,0.993239511,0.995086759
Solution,2799,,0.99433676,0.993429656,0.995243863
Solution,2800,,0.994332736,0.99342561,0.995239862
Solution,2801,,0.994327128,0.99341995,0.995234305
Solution,2802,,0.994189019,0.993265607,0.995112432
Solution,2803,,0.994184976,0.99326154,0.995108411
Solution,2804,,0.994179372,0.993255887,0.995102857
Solution,2805,,0.994163135,0.993239511,0.995086759
Solution,2806,,0.994189019,0.993265607,0.995112432
Solution,2807,,0.994184976,0.99326154,0.995108411
Solution,2808,,0.994179372,0.993255887,0.995102857
Solution,2809,,0.994163135,0.993239511,0.995086759
Solution,2810,,0.99433676,0.993429656,0.995243863
Solution,2811,,0.994332736,0.99342561,0.995239862
Solution,2812,,0.994327128,0.99341995,0.995234305
Solution,2813,,0.994189019,0.993265607,0.995112432
Solution,2814,,0.994184976,0.99326154,0.995108411
Solution,2815,,0.994179372,0.993255887,0.995102857
Solution,2816,,0.994163135,0.993239511,0.995086759
Solution,2817,,0.99433676,0.993429656,0.995243863
Solution,2818,,0.99433676,0.993429656,0.995243863
Solution,2819,,0.994332736,0.99342561,0.995239862
Solution,2820,,0.994332736,0.99342561,0.995239862
Solution,2821,,0.994327128,0.99341995,0.995234305
Solution,2822,,0.994327128,0.99341995,0.995234305
Solution,2823,,0.994189019,0.993265607,0.995112432
Solution,2824,,0.994184976,0.99326154,0.995108411
Solution,2825,,0.994179372,0.993255887,0.995102857
Solution,2826,,0.994163135,0.993239511,0.995086759
Solution,2827,,0.994189019,0.993265607,0.995112432
Solution,2828,,0.994184976,0.99326154,0.995108411
Solution,2829,,0.994179372,0.993255887,0.995102857
Solution,2830,,0.994163135,0.993239511,0.995086759
Solution,2831,,0.994189019,0.993265607,0.995112432
Solution,2832,,0.994184976,0.99326154,0.995108411
Solution,2833,,0.994179372,0.993255887,0.995102857
Solution,2834,,0.994163135,0.993239511,0.995086759
Solution,2835,,0.994189019,0.993265607,0.995112432
Solution,2836,,0.994184976,0.99326154,0.995108411
Solution,2837,,0.994179372,0.993255887,0.995102857
Solution,2838,,0.994163135,0.993239511,0.995086759
Solution,2839,,0.994189019,0.993265607,0.995112432
Solution,2840,,0.994184976,0.99326154,0.995108411
Solution,2841,,0.994179372,0.993255887,0.995102857
Solution,2842,,0.994163135,0.993239511,0.995086759
Solution,2843,,0.995387123,0.994656999,0.996117246
Solution,2844,,0.995376437,0.994646213,0.996106661
Solution,2845,,0.995387123,0.994656999,0.996117246
Solution,2846,,0.995376437,0.994646213,0.996106661
Solution,2847,,0.994026544,0.993279518,0.994773569
Solution,2848,,0.994031066,0.993284169,0.994777963
Solution,2849,,0.994015871,0.993268701,0.994763042
Solution,2850,,0.994020394,0.993273352,0.994767436
Solution,2851,,0.994026544,0.993279518,0.994773569
Solution,2852,,0.994031066,0.993284169,0.994777963
Solution,2853,,0.994015871,0.993268701,0.994763042
Solution,2854,,0.994020394,0.993273352,0.994767436
Solution,2855,,0.995114104,0.994380195,0.995848013
Solution,2856,,0.995108639,0.994374651,0.995842627
Solution,2857,,0.995114104,0.994380195,0.995848013
Solution,2858,,0.995108639,0.994374651,0.995842627
Solution,2859,,0.993899314,0.993150318,0.994648311
Solution,2860,,0.993889007,0.993139865,0.994638149
Solution,2861,,0.993899314,0.993150318,0.994648311
Solution,2862,,0.993889007,0.993139865,0.994638149
Solution,2863,,0.995387123,0.994656999,0.996117246
Solution,2864,,0.995376437,0.994646213,0.996106661
Solution,2865,,0.995387123,0.994656999,0.996117246
Solution,2866,,0.995376437,0.994646213,0.996106661
Solution,2867,,0.995387123,0.994656999,0.996117246
Solution,2868,,0.995376437,0.994646213,0.996106661
Solution,2869,,0.994026544,0.993279518,0.994773569
Solution,2870,,0.994031066,0.993284169,0.994777963
Solution,2871,,0.994015871,0.993268701,0.994763042
Solution,2872,,0.994020394,0.993273352,0.994767436
Solution,2873,,0.994026544,0.993279518,0.994773569
Solution,2874,,0.994031066,0.993284169,0.994777963
Solution,2875,,0.994015871,0.993268701,0.994763042
Solution,2876,,0.994020394,0.993273352,0.994767436
Solution,2877,,0.994026544,0.993279518,0.994773569
Solution,2878,,0.994031066,0.993284169,0.994777963
Solution,2879,,0.994015871,0.993268701,0.994763042
Solution,2880,,0.994020394,0.993273352,0.994767436
Solution,2881,,0.995114104,0.994380195,0.995848013
Solution,2882,,0.995108639,0.994374651,0.995842627
Solution,2883,,0.995114104,0.994380195,0.995848013
Solution,2884,,0.995108639,0.994374651,0.995842627
Solution,2885,,0.995114104,0.994380195,0.995848013
Solution,2886,,0.995108639,0.994374651,0.995842627
Solution,2887,,0.993899314,0.993150318,0.994648311
Solution,2888,,0.993889007,0.993139865,0.994638149
Solution,2889,,0.993899314,0.993150318,0.994648311
Solution,2890,,0.993889007,0.993139865,0.994638149
Solution,2891,,0.993899314,0.993150318,0.994648311
Solution,2892,,0.993889007,0.993139865,0.994638149
Solution,2893,,0.994031567,0.99312246,0.994940673
Solution,2894,,0.994021116,0.993111939,0.994930293
Solution,2895,,0.994031567,0.99312246,0.994940673
Solution,2896,,0.994021116,0.993111939,0.994930293
Solution,2897,,0.994031567,0.99312246,0.994940673
Solution,2898,,0.994021116,0.993111939,0.994930293
Solution,2899,,0.99267085,0.991749015,0.993592685
Solution,2900,,0.992675373,0.991753639,0.993597107
Solution,2901,,0.992660413,0.99173847,0.993582356
Solution,2902,,0.992664936,0.991743094,0.993586778
Solution,2903,,0.99267085,0.991749015,0.993592685
Solution,2904,,0.992675373,0.991753639,0.993597107
Solution,2905,,0.992660413,0.99173847,0.993582356
Solution,2906,,0.992664936,0.991743094,0.993586778
Solution,2907,,0.99267085,0.991749015,0.993592685
Solution,2908,,0.992675373,0.991753639,0.993597107
Solution,2909,,0.992660413,0.99173847,0.993582356
Solution,2910,,0.992664936,0.991743094,0.993586778
Solution,2911,,0.993752367,0.992840269,0.994664465
Solution,2912,,0.993746902,0.992834745,0.994659059
Solution,2913,,0.993752367,0.992840269,0.994664465
Solution,2914,,0.993746902,0.992834745,0.994659059
Solution,2915,,0.993752367,0.992840269,0.994664465
Solution,2916,,0.993746902,0.992834745,0.994659059
Solution,2917,,0.992537577,0.991614103,0.99346105
Solution,2918,,0.99252727,0.991603685,0.993450854
Solution,2919,,0.992537577,0.991614103,0.99346105
Solution,2920,,0.99252727,0.991603685,0.993450854
Solution,2921,,0.992537577,0.991614103,0.99346105
Solution,2922,,0.99252727,0.991603685,0.993450854
Solution,2923,,0.99549103,0.994741195,0.996240865
Solution,2924,,0.99548035,0.994730427,0.996230273
Solution,2925,,0.995459763,0.994709459,0.996210067
Solution,2926,,0.99549103,0.994741195,0.996240865
Solution,2927,,0.99548035,0.994730427,0.996230273
Solution,2928,,0.995459763,0.994709459,0.996210067
Solution,2929,,0.99549103,0.994741195,0.996240865
Solution,2930,,0.99548035,0.994730427,0.996230273
Solution,2931,,0.995459763,0.994709459,0.996210067
Solution,2932,,0.994169331,0.993406239,0.994932423
Solution,2933,,0.994173854,0.993410886,0.994936822
Solution,2934,,0.994158639,0.993395416,0.994921861
Solution,2935,,0.994163161,0.993400062,0.99492626
Solution,2936,,0.994137966,0.99337434,0.994901592
Solution,2937,,0.994142489,0.993378986,0.994905991
Solution,2938,,0.994169331,0.993406239,0.994932423
Solution,2939,,0.994173854,0.993410886,0.994936822
Solution,2940,,0.994158639,0.993395416,0.994921861
Solution,2941,,0.994163161,0.993400062,0.99492626
Solution,2942,,0.994137966,0.99337434,0.994901592
Solution,2943,,0.994142489,0.993378986,0.994905991
Solution,2944,,0.994169331,0.993406239,0.994932423
Solution,2945,,0.994173854,0.993410886,0.994936822
Solution,2946,,0.994158639,0.993395416,0.994921861
Solution,2947,,0.994163161,0.993400062,0.99492626
Solution,2948,,0.994137966,0.99337434,0.994901592
Solution,2949,,0.994142489,0.993378986,0.994905991
Solution,2950,,0.995392593,0.994662543,0.996122643
Solution,2951,,0.995387123,0.994656999,0.996117246
Solution,2952,,0.995376437,0.994646213,0.996106661
Solution,2953,,0.995496521,0.994746752,0.996246289
Solution,2954,,0.99549103,0.994741195,0.996240865
Solution,2955,,0.99548035,0.994730427,0.996230273
Solution,2956,,0.995459763,0.994709459,0.996210067
Solution,2957,,0.995392593,0.994662543,0.996122643
Solution,2958,,0.995387123,0.994656999,0.996117246
Solution,2959,,0.995376437,0.994646213,0.996106661
Solution,2960,,0.995496521,0.994746752,0.996246289
Solution,2961,,0.99549103,0.994741195,0.996240865
Solution,2962,,0.99548035,0.994730427,0.996230273
Solution,2963,,0.995459763,0.994709459,0.996210067
Solution,2964,,0.995392593,0.994662543,0.996122643
Solution,2965,,0.995387123,0.994656999,0.996117246
Solution,2966,,0.995376437,0.994646213,0.996106661
Solution,2967,,0.995496521,0.994746752,0.996246289
Solution,2968,,0.99549103,0.994741195,0.996240865
Solution,2969,,0.99548035,0.994730427,0.996230273
Solution,2970,,0.995459763,0.994709459,0.996210067
Solution,2971,,0.995496521,0.994746752,0.996246289
Solution,2972,,0.99549103,0.994741195,0.996240865
Solution,2973,,0.99548035,0.994730427,0.996230273
Solution,2974,,0.995459763,0.994709459,0.996210067
Solution,2975,,0.994022263,0.993275026,0.9947695
Solution,2976,,0.994011951,0.993264573,0.994759328
Solution,2977,,0.994002881,0.993255336,0.994750425
Solution,2978,,0.994165203,0.993401907,0.994928499
Solution,2979,,0.99415487,0.993391448,0.994918293
Solution,2980,,0.994145806,0.993382229,0.994909383
Solution,2981,,0.994133838,0.993370008,0.994897668
Solution,2982,,0.994022263,0.993275026,0.9947695
Solution,2983,,0.994011951,0.993264573,0.994759328
Solution,2984,,0.994002881,0.993255336,0.994750425
Solution,2985,,0.994165203,0.993401907,0.994928499
Solution,2986,,0.99415487,0.993391448,0.994918293
Solution,2987,,0.994145806,0.993382229,0.994909383
Solution,2988,,0.994133838,0.993370008,0.994897668
Solution,2989,,0.994022263,0.993275026,0.9947695
Solution,2990,,0.994011951,0.993264573,0.994759328
Solution,2991,,0.994002881,0.993255336,0.994750425
Solution,2992,,0.994165203,0.993401907,0.994928499
Solution,2993,,0.99415487,0.993391448,0.994918293
Solution,2994,,0.994145806,0.993382229,0.994909383
Solution,2995,,0.994133838,0.993370008,0.994897668
Solution,2996,,0.994165203,0.993401907,0.994928499
Solution,2997,,0.99415487,0.993391448,0.994918293
Solution,2998,,0.994145806,0.993382229,0.994909383
Solution,2999,,0.994133838,0.993370008,0.994897668
Solution,3000,,0.99549103,0.994741195,0.996240865
Solution,3001,,0.99548035,0.994730427,0.996230273
Solution,3002,,0.995459763,0.994709459,0.996210067
Solution,3003,,0.99549103,0.994741195,0.996240865
Solution,3004,,0.99548035,0.994730427,0.996230273
Solution,3005,,0.995459763,0.994709459,0.996210067
Solution,3006,,0.99549103,0.994741195,0.996240865
Solution,3007,,0.99548035,0.994730427,0.996230273
Solution,3008,,0.995459763,0.994709459,0.996210067
Solution,3009,,0.99549103,0.994741195,0.996240865
Solution,3010,,0.99548035,0.994730427,0.996230273
Solution,3011,,0.995459763,0.994709459,0.996210067
Solution,3012,,0.99549103,0.994741195,0.996240865
Solution,3013,,0.99549103,0.994741195,0.996240865
Solution,3014,,0.99548035,0.994730427,0.996230273
Solution,3015,,0.99548035,0.994730427,0.996230273
Solution,3016,,0.995459763,0.994709459,0.996210067
Solution,3017,,0.995459763,0.994709459,0.996210067
Solution,3018,,0.994169331,0.993406239,0.994932423
Solution,3019,,0.994173854,0.993410886,0.994936822
Solution,3020,,0.994158639,0.993395416,0.994921861
Solution,3021,,0.994163161,0.993400062,0.99492626
Solution,3022,,0.994137966,0.99337434,0.994901592
Solution,3023,,0.994142489,0.993378986,0.994905991
Solution,3024,,0.994169331,0.993406239,0.994932423
Solution,3025,,0.994173854,0.993410886,0.994936822
Solution,3026,,0.994158639,0.993395416,0.994921861
Solution,3027,,0.994163161,0.993400062,0.99492626
Solution,3028,,0.994137966,0.99337434,0.994901592
Solution,3029,,0.994142489,0.993378986,0.994905991
Solution,3030,,0.994169331,0.993406239,0.994932423
Solution,3031,,0.994173854,0.993410886,0.994936822
Solution,3032,,0.994158639,0.993395416,0.994921861
Solution,3033,,0.994163161,0.993400062,0.99492626
Solution,3034,,0.994137966,0.99337434,0.994901592
Solution,3035,,0.994142489,0.993378986,0.994905991
Solution,3036,,0.994169331,0.993406239,0.994932423
Solution,3037,,0.994173854,0.993410886,0.994936822
Solution,3038,,0.994158639,0.993395416,0.994921861
Solution,3039,,0.994163161,0.993400062,0.99492626
Solution,3040,,0.994137966,0.99337434,0.994901592
Solution,3041,,0.994142489,0.993378986,0.994905991
Solution,3042,,0.994169331,0.993406239,0.994932423
Solution,3043,,0.994173854,0.993410886,0.994936822
Solution,3044,,0.994169331,0.993406239,0.994932423
Solution,3045,,0.994173854,0.993410886,0.994936822
Solution,3046,,0.994158639,0.993395416,0.994921861
Solution,3047,,0.994163161,0.993400062,0.99492626
Solution,3048,,0.994158639,0.993395416,0.994921861
Solution,3049,,0.994163161,0.993400062,0.99492626
Solution,3050,,0.994137966,0.99337434,0.994901592
Solution,3051,,0.994142489,0.993378986,0.994905991
Solution,3052,,0.994137966,0.99337434,0.994901592
Solution,3053,,0.994142489,0.993378986,0.994905991
Solution,3054,,0.995392593,0.994662543,0.996122643
Solution,3055,,0.995387123,0.994656999,0.996117246
Solution,3056,,0.995376437,0.994646213,0.996106661
Solution,3057,,0.995496521,0.994746752,0.996246289
Solution,3058,,0.99549103,0.994741195,0.996240865
Solution,3059,,0.99548035,0.994730427,0.996230273
Solution,3060,,0.995459763,0.994709459,0.996210067
Solution,3061,,0.995392593,0.994662543,0.996122643
Solution,3062,,0.995387123,0.994656999,0.996117246
Solution,3063,,0.995376437,0.994646213,0.996106661
Solution,3064,,0.995496521,0.994746752,0.996246289
Solution,3065,,0.99549103,0.994741195,0.996240865
Solution,3066,,0.99548035,0.994730427,0.996230273
Solution,3067,,0.995459763,0.994709459,0.996210067
Solution,3068,,0.995392593,0.994662543,0.996122643
Solution,3069,,0.995387123,0.994656999,0.996117246
Solution,3070,,0.995376437,0.994646213,0.996106661
Solution,3071,,0.995496521,0.994746752,0.996246289
Solution,3072,,0.99549103,0.994741195,0.996240865
Solution,3073,,0.99548035,0.994730427,0.996230273
Solution,3074,,0.995459763,0.994709459,0.996210067
Solution,3075,,0.995496521,0.994746752,0.996246289
Solution,3076,,0.99549103,0.994741195,0.996240865
